Serial Number	Chemical 1	Chemical 2	Jaccard Similarity
48063	DED000122	DED000182	0.13333333333333333
48064	DED000122	DED000183	0.21052631578947367
48065	DED000122	DED000184	0.16
48066	DED000122	DED000185	0.043478260869565216
48067	DED000122	DED000186	0.0
48068	DED000122	DED000188	0.07142857142857142
48069	DED000122	DED000189	0.2
48070	DED000122	DED000190	0.0
48071	DED000122	DED000193	0.13793103448275862
48072	DED000122	DED000194	0.0625
48073	DED000122	DED000195	0.12
48074	DED000122	DED000196	0.06896551724137931
48075	DED000122	DED000197	0.07142857142857142
48076	DED000122	DED000201	0.14285714285714285
48077	DED000122	DED000202	0.0
48078	DED000122	DED000204	0.0
48079	DED000122	DED000205	0.17647058823529413
48080	DED000122	DED000206	0.0
48081	DED000122	DED000207	0.21428571428571427
48082	DED000122	DED000208	0.0
48083	DED000122	DED000209	0.0
48084	DED000122	DED000211	0.1
48085	DED000122	DED000212	0.10344827586206896
48086	DED000122	DED000213	0.0
48087	DED000122	DED000214	0.0
48088	DED000122	DED000215	0.07692307692307693
48089	DED000122	DED000216	0.10416666666666667
48090	DED000122	DED000217	0.17647058823529413
48091	DED000122	DED000218	0.05263157894736842
48092	DED000122	DED000219	0.0
48093	DED000122	DED000221	0.16666666666666666
48094	DED000122	DED000222	0.13333333333333333
48095	DED000122	DED000227	0.2777777777777778
48096	DED000122	DED000229	0.3125
48097	DED000122	DED000232	0.0
48098	DED000122	DED000234	0.12195121951219512
48099	DED000122	DED000235	0.058823529411764705
48100	DED000122	DED000236	0.125
48101	DED000122	DED000238	0.12
48102	DED000122	DED000242	0.0625
48103	DED000122	DED000243	0.058823529411764705
48104	DED000122	DED000244	0.12903225806451613
48105	DED000122	DED000245	0.125
48106	DED000122	DED000247	0.07142857142857142
48107	DED000122	DED000250	0.08333333333333333
48108	DED000122	DED000251	0.07142857142857142
48109	DED000122	DED000252	0.07317073170731707
48110	DED000122	DED000254	0.10526315789473684
48111	DED000122	DED000255	0.15384615384615385
48112	DED000122	DED000260	0.11764705882352941
48113	DED000122	DED000261	0.15384615384615385
48114	DED000122	DED000262	0.16216216216216217
48115	DED000122	DED000263	0.0
48116	DED000122	DED000270	0.04424778761061947
48117	DED000122	DED000271	0.0
48118	DED000122	DED000274	0.058823529411764705
48119	DED000122	DED000276	0.0
48120	DED000122	DED000277	0.08
48121	DED000122	DED000278	0.10638297872340426
48122	DED000122	DED000280	0.11764705882352941
48123	DED000122	DED000286	0.3076923076923077
48124	DED000122	DED000288	0.03225806451612903
48125	DED000122	DED000289	0.14285714285714285
48126	DED000122	DED000290	0.16216216216216217
48127	DED000122	DED000291	0.175
48128	DED000122	DED000292	0.08823529411764706
48129	DED000122	DED000293	0.13636363636363635
48130	DED000122	DED000296	0.09090909090909091
48131	DED000122	DED000302	0.0
48132	DED000122	DED000305	0.10869565217391304
48133	DED000122	DED000306	0.0
48134	DED000122	DED000309	0.08433734939759036
48135	DED000122	DED000310	0.0
48136	DED000122	DED000321	0.2916666666666667
48137	DED000122	DED000322	0.11764705882352941
48138	DED000122	DED000325	0.16666666666666666
48139	DED000122	DED000330	0.11538461538461539
48140	DED000122	DED000332	0.07317073170731707
48141	DED000122	DED000334	0.0967741935483871
48142	DED000122	DED000335	0.29411764705882354
48143	DED000122	DED000341	0.1206896551724138
48144	DED000122	DED000342	0.11320754716981132
48145	DED000122	DED000343	0.07692307692307693
48146	DED000122	DED000344	0.07142857142857142
48147	DED000122	DED000345	0.1891891891891892
48148	DED000122	DED000348	0.0975609756097561
48149	DED000122	DED000349	0.07692307692307693
48150	DED000122	DED000350	0.11764705882352941
48151	DED000122	DED000352	0.1111111111111111
48152	DED000122	DED000353	0.07142857142857142
48153	DED000122	DED000357	0.3125
48154	DED000122	DED000360	0.15
48155	DED000122	DED000362	0.10714285714285714
48156	DED000122	DED000363	0.0625
48157	DED000122	DED000364	0.0
48158	DED000122	DED000365	0.2631578947368421
48159	DED000122	DED000366	0.0
48160	DED000122	DED000368	0.0963855421686747
48161	DED000122	DED000369	0.19047619047619047
48162	DED000122	DED000371	0.1111111111111111
48163	DED000122	DED000374	0.045454545454545456
48164	DED000122	DED000375	0.027777777777777776
48165	DED000122	DED000376	0.058823529411764705
48166	DED000122	DED000377	0.16129032258064516
48167	DED000122	DED000378	0.045454545454545456
48168	DED000122	DED000379	0.07407407407407407
48169	DED000122	DED000380	0.16216216216216217
48170	DED000122	DED000381	0.12121212121212122
48171	DED000122	DED000383	0.14893617021276595
48172	DED000122	DED000384	0.07407407407407407
48173	DED000122	DED000387	0.09523809523809523
48174	DED000122	DED000388	0.10256410256410256
48175	DED000122	DED000390	0.09090909090909091
48176	DED000122	DED000392	0.14285714285714285
48177	DED000122	DED000394	0.06666666666666667
48178	DED000122	DED000395	0.14754098360655737
48179	DED000122	DED000396	0.25
48180	DED000122	DED000399	0.11764705882352941
48181	DED000122	DED000411	0.058823529411764705
48182	DED000122	DED000416	0.2727272727272727
48183	DED000122	DED000417	0.2
48184	DED000122	DED000429	0.10526315789473684
48185	DED000122	DED000433	0.2
48186	DED000122	DED000436	0.0
48187	DED000122	DED000437	0.10256410256410256
48188	DED000122	DED000438	0.0
48189	DED000122	DED000441	0.11864406779661017
48190	DED000122	DED000442	0.04
48191	DED000122	DED000446	0.09090909090909091
48192	DED000122	DED000448	0.09302325581395349
48193	DED000122	DED000449	0.0
48194	DED000122	DED000450	0.11764705882352941
48195	DED000122	DED000451	0.08333333333333333
48196	DED000122	DED000454	0.08333333333333333
48197	DED000122	DED000459	0.058823529411764705
48198	DED000122	DED000460	0.2
48199	DED000122	DED000461	0.10526315789473684
48200	DED000122	DED000463	0.125
48201	DED000122	DED000464	0.13043478260869565
48202	DED000122	DED000465	0.08771929824561403
48203	DED000122	DED000466	0.1
48204	DED000122	DED000467	0.38461538461538464
48205	DED000122	DED000470	0.057971014492753624
48206	DED000122	DED000472	0.047619047619047616
48207	DED000122	DED000474	0.05454545454545454
48208	DED000122	DED000479	0.2
48209	DED000122	DED000482	0.1
48210	DED000122	DED000483	0.24
48211	DED000122	DED000484	0.16666666666666666
48212	DED000122	DED000486	0.19047619047619047
48213	DED000122	DED000490	0.125
48214	DED000122	DED000493	0.02
48215	DED000122	DED000496	0.058823529411764705
48216	DED000122	DED000497	0.14285714285714285
48217	DED000122	DED000499	0.07692307692307693
48218	DED000122	DED000501	0.0
48219	DED000122	DED000503	0.0
48220	DED000122	DED000506	0.0
48221	DED000122	DED000507	0.09090909090909091
48222	DED000122	DED000510	0.10526315789473684
48223	DED000122	DED000512	0.2
48224	DED000122	DED000513	0.08571428571428572
48225	DED000122	DED000515	0.0
48226	DED000122	DED000516	0.06060606060606061
48227	DED000122	DED000518	0.0
48228	DED000122	DED000526	0.1
48229	DED000122	DED000529	0.05263157894736842
48230	DED000122	DED000536	0.1935483870967742
48231	DED000122	DED000537	0.023809523809523808
48232	DED000122	DED000542	0.21052631578947367
48233	DED000122	DED000543	0.07894736842105263
48234	DED000122	DED000545	0.058823529411764705
48235	DED000122	DED000547	0.0
48236	DED000122	DED000549	0.0
48237	DED000122	DED000550	0.04081632653061224
48238	DED000122	DED000555	0.2
48239	DED000122	DED000557	0.05555555555555555
48240	DED000122	DED000563	0.09090909090909091
48241	DED000122	DED000568	0.08235294117647059
48242	DED000122	DED000569	0.17647058823529413
48243	DED000122	DED000570	0.028846153846153848
48244	DED000122	DED000571	0.11764705882352941
48245	DED000122	DED000572	0.12903225806451613
48246	DED000122	DED000573	0.05555555555555555
48247	DED000122	DED000574	0.09090909090909091
48248	DED000122	DED000575	0.125
48249	DED000122	DED000576	0.07692307692307693
48250	DED000122	DED000577	0.05555555555555555
48251	DED000122	DED000578	0.18518518518518517
48252	DED000122	DED000579	0.17391304347826086
48253	DED000122	DED000580	0.14893617021276595
48254	DED000122	DED000581	0.10344827586206896
48255	DED000122	DED000582	0.23333333333333334
48256	DED000122	DED000583	0.19230769230769232
48257	DED000122	DED000584	0.2
48258	DED000122	DED000585	0.12
48259	DED000122	DED000587	0.037037037037037035
48260	DED000122	DED000588	0.13157894736842105
48261	DED000122	DED000589	0.0
48262	DED000122	DED000590	0.14814814814814814
48263	DED000122	DED000592	0.06060606060606061
48264	DED000122	DED000593	0.16666666666666666
48265	DED000122	DED000594	0.08791208791208792
48266	DED000122	DED000596	0.08888888888888889
48267	DED000122	DED000597	0.1375
48268	DED000122	DED000598	0.30434782608695654
48269	DED000122	DED000599	0.125
48270	DED000122	DED000600	0.13793103448275862
48271	DED000122	DED000601	0.14285714285714285
48272	DED000122	DED000602	0.13157894736842105
48273	DED000122	DED000603	0.0
48274	DED000122	DED000604	0.06329113924050633
48275	DED000122	DED000605	0.25806451612903225
48276	DED000122	DED000606	0.11428571428571428
48277	DED000122	DED000607	0.1
48278	DED000122	DED000608	0.2222222222222222
48279	DED000122	DED000609	0.13333333333333333
48280	DED000122	DED000611	0.09722222222222222
48281	DED000122	DED000612	0.2
48282	DED000122	DED000613	0.15789473684210525
48283	DED000122	DED000614	0.049019607843137254
48284	DED000122	DED000615	0.16666666666666666
48285	DED000122	DED000616	0.09859154929577464
48286	DED000122	DED000617	0.2
48287	DED000122	DED000618	0.0379746835443038
48288	DED000122	DED000619	0.08333333333333333
48289	DED000122	DED000620	0.16279069767441862
48290	DED000122	DED000622	0.14285714285714285
48291	DED000122	DED000623	0.04081632653061224
48292	DED000122	DED000624	0.0625
48293	DED000122	DED000625	0.25
48294	DED000122	DED000626	0.06666666666666667
48295	DED000122	DED000627	0.15217391304347827
48296	DED000122	DED000628	0.0
48297	DED000122	DED000631	0.0
48298	DED000122	DED000632	0.06
48299	DED000122	DED000633	0.13953488372093023
48300	DED000122	DED000634	0.0625
48301	DED000122	DED000636	0.07692307692307693
48302	DED000122	DED000637	0.21739130434782608
48303	DED000122	DED000638	0.06666666666666667
48304	DED000122	DED000639	0.10666666666666667
48305	DED000122	DED000641	0.23076923076923078
48306	DED000122	DED000643	0.17857142857142858
48307	DED000122	DED000645	0.20833333333333334
48308	DED000122	DED000646	0.0625
48309	DED000122	DED000647	0.09090909090909091
48310	DED000122	DED000649	0.05
48311	DED000122	DED000650	0.1111111111111111
48312	DED000122	DED000651	0.043010752688172046
48313	DED000122	DED000652	0.16666666666666666
48314	DED000122	DED000654	0.1111111111111111
48315	DED000122	DED000655	0.045454545454545456
48316	DED000122	DED000656	0.1875
48317	DED000122	DED000657	0.08823529411764706
48318	DED000122	DED000661	0.15384615384615385
48319	DED000122	DED000662	0.3125
48320	DED000122	DED000665	0.12162162162162163
48321	DED000122	DED000666	0.10638297872340426
48322	DED000122	DED000667	0.045454545454545456
48323	DED000122	DED000668	0.25
48324	DED000122	DED000669	0.11428571428571428
48325	DED000122	DED000670	0.15
48326	DED000122	DED000671	0.23076923076923078
48327	DED000122	DED000672	0.08333333333333333
48328	DED000122	DED000673	0.21875
48329	DED000122	DED000674	0.18181818181818182
48330	DED000122	DED000675	0.18181818181818182
48331	DED000122	DED000681	0.07142857142857142
48332	DED000122	DED000685	0.03225806451612903
48333	DED000122	DED000687	0.0
48334	DED000122	DED000688	0.1346153846153846
48335	DED000122	DED000690	0.05454545454545454
48336	DED000122	DED000691	0.058823529411764705
48337	DED000122	DED000692	0.0
48338	DED000122	DED000694	0.11764705882352941
48339	DED000122	DED000698	0.17391304347826086
48340	DED000122	DED000699	0.24
48341	DED000122	DED000700	0.09090909090909091
48342	DED000122	DED000701	0.05555555555555555
48343	DED000122	DED000702	0.06666666666666667
48344	DED000122	DED000703	0.0
48345	DED000122	DED000704	0.2571428571428571
48346	DED000122	DED000705	0.0
48347	DED000122	DED000707	0.09090909090909091
48348	DED000122	DED000709	0.14285714285714285
48349	DED000122	DED000711	0.08571428571428572
48350	DED000122	DED000713	0.2
48351	DED000122	DED000714	0.13333333333333333
48352	DED000122	DED000715	0.030303030303030304
48353	DED000122	DED000716	0.14814814814814814
48354	DED000122	DED000717	0.04
48355	DED000122	DED000718	0.04411764705882353
48356	DED000122	DED000719	0.07142857142857142
48357	DED000122	DED000722	0.10714285714285714
48358	DED000122	DED000723	0.05504587155963303
48359	DED000122	DED000725	0.07692307692307693
48360	DED000122	DED000728	0.13043478260869565
48361	DED000122	DED000729	0.07142857142857142
48362	DED000122	DED000731	0.09859154929577464
48363	DED000122	DED000733	0.13636363636363635
48364	DED000122	DED000736	0.1
48365	DED000122	DED000738	0.10810810810810811
48366	DED000122	DED000739	0.07692307692307693
48367	DED000122	DED000741	0.12280701754385964
48368	DED000122	DED000742	0.05263157894736842
48369	DED000122	DED000744	0.0425531914893617
48370	DED000122	DED000747	0.2
48371	DED000122	DED000748	0.06382978723404255
48372	DED000122	DED000750	0.045454545454545456
48373	DED000122	DED000751	0.17647058823529413
48374	DED000122	DED000754	0.05263157894736842
48375	DED000122	DED000758	0.0
48376	DED000122	DED000763	0.125
48377	DED000122	DED000766	0.0
48378	DED000122	DED000768	0.15384615384615385
48379	DED000122	DED000771	0.2631578947368421
48380	DED000122	DED000772	0.0
48381	DED000122	DED000774	0.04
48382	DED000122	DED000776	0.12280701754385964
48383	DED000122	DED000780	0.037037037037037035
48384	DED000122	DED000785	0.05625
48385	DED000122	DED000794	0.07407407407407407
48386	DED000122	DED000795	0.0
48387	DED000122	DED000796	0.0625
48388	DED000122	DED000799	0.08333333333333333
48389	DED000122	DED000800	0.043478260869565216
48390	DED000122	DED000803	0.0
48391	DED000122	DED000804	0.0625
48392	DED000122	DED000805	0.14814814814814814
48393	DED000122	DED000806	0.10714285714285714
48394	DED000122	DED000807	0.04
48395	DED000122	DED000808	0.07692307692307693
48396	DED000122	DED000809	0.15
48397	DED000122	DED000810	0.06521739130434782
48398	DED000122	DED000812	0.07142857142857142
48399	DED000122	DED000813	0.0
48400	DED000122	DED000815	0.08333333333333333
48401	DED000122	DED000816	0.047619047619047616
48402	DED000122	DED000817	0.2
48403	DED000122	DED000819	0.07692307692307693
48404	DED000122	DED000820	0.21052631578947367
48405	DED000122	DED000821	0.0
48406	DED000122	DED000822	0.0
48407	DED000122	DED000823	0.07692307692307693
48408	DED000122	DED000824	0.06976744186046512
48409	DED000122	DED000825	0.20930232558139536
48410	DED000122	DED000826	0.058823529411764705
48411	DED000122	DED000827	0.1
48412	DED000122	DED000828	0.08333333333333333
48413	DED000122	DED000829	0.0
48414	DED000122	DED000830	0.18181818181818182
48415	DED000122	DED000831	0.0
48416	DED000122	DED000833	0.11538461538461539
48417	DED000122	DED000834	0.14285714285714285
48418	DED000122	DED000835	0.07766990291262135
48419	DED000122	DED000836	0.047619047619047616
48420	DED000122	DED000837	0.0
48421	DED000122	DED000838	0.07692307692307693
48422	DED000122	DED000840	0.13333333333333333
48423	DED000122	DED000843	0.23809523809523808
48424	DED000122	DED000844	0.0
48425	DED000122	DED000846	0.13636363636363635
48426	DED000122	DED000847	0.16666666666666666
48427	DED000122	DED000848	0.08333333333333333
48428	DED000122	DED000849	0.058823529411764705
48429	DED000122	DED000850	0.20833333333333334
48430	DED000122	DED000851	0.0
48431	DED000122	DED000853	0.029411764705882353
48432	DED000122	DED000854	0.075
48433	DED000122	DED000855	0.16666666666666666
48434	DED000122	DED000856	0.0
48435	DED000122	DED000858	0.0967741935483871
48436	DED000122	DED000859	0.058823529411764705
48437	DED000122	DED000860	0.21428571428571427
48438	DED000122	DED000861	0.08333333333333333
48439	DED000122	DED000864	0.10526315789473684
48440	DED000122	DED000865	0.14285714285714285
48441	DED000122	DED000866	0.0
48442	DED000122	DED000867	0.06666666666666667
48443	DED000122	DED000868	0.06521739130434782
48444	DED000122	DED000869	0.0
48445	DED000122	DED000874	0.15
48446	DED000122	DED000876	0.25
48447	DED000122	DED000878	0.04
48448	DED000122	DED000880	0.07142857142857142
48449	DED000122	DED000881	0.11764705882352941
48450	DED000122	DED000884	0.11764705882352941
48451	DED000122	DED000886	0.05555555555555555
48452	DED000122	DED000892	0.0
48453	DED000122	DED000893	0.0625
48454	DED000122	DED000895	0.0
48455	DED000122	DED000900	0.14285714285714285
48456	DED000122	DED000902	0.13333333333333333
48457	DED000122	DED000905	0.0
48458	DED000122	DED000906	0.12244897959183673
48459	DED000122	DED000907	0.0625
48460	DED000122	DED000910	0.18604651162790697
48461	DED000122	DED000911	0.06818181818181818
48462	DED000122	DED000912	0.09090909090909091
48463	DED000122	DED000914	0.045454545454545456
48464	DED000122	DED000915	0.08235294117647059
48465	DED000122	DED000917	0.07692307692307693
48466	DED000122	DED000919	0.0
48467	DED000122	DED000921	0.0
48468	DED000122	DED000923	0.10638297872340426
48469	DED000122	DED000925	0.14705882352941177
48470	DED000122	DED000926	0.125
48471	DED000122	DED000927	0.09859154929577464
48472	DED000122	DED000928	0.19230769230769232
48473	DED000122	DED000929	0.09090909090909091
48474	DED000122	DED000930	0.07692307692307693
48475	DED000122	DED000931	0.125
48476	DED000122	DED000932	0.05
48477	DED000122	DED000934	0.12244897959183673
48478	DED000122	DED000937	0.13636363636363635
48479	DED000122	DED000940	0.21739130434782608
48480	DED000122	DED000941	0.08108108108108109
48481	DED000122	DED000944	0.08
48482	DED000122	DED000946	0.0
48483	DED000122	DED000951	0.10256410256410256
48484	DED000122	DED000961	0.0
48485	DED000122	DED000964	0.06666666666666667
48486	DED000122	DED000969	0.24242424242424243
48487	DED000122	DED000970	0.0
48488	DED000122	DED000972	0.18181818181818182
48489	DED000122	DED000974	0.09090909090909091
48490	DED000122	DED000976	0.0
48491	DED000122	DED000979	0.0
48492	DED000122	DED000981	0.05263157894736842
48493	DED000122	DED000986	0.14285714285714285
48494	DED000122	DED000993	0.0
48495	DED000122	DED000995	0.07692307692307693
48496	DED000122	DED000997	0.06306306306306306
48497	DED000122	DED001000	0.07142857142857142
48498	DED000122	DED001001	0.0
48499	DED000122	DED001007	0.13333333333333333
48500	DED000122	DED001015	0.043478260869565216
48501	DED000122	DED001026	0.15
48502	DED000122	DED001027	0.11904761904761904
48503	DED000122	DED001029	0.0
48504	DED000126	DED000127	0.10526315789473684
48505	DED000126	DED000128	0.20588235294117646
48506	DED000126	DED000129	0.05555555555555555
48507	DED000126	DED000130	0.058823529411764705
48508	DED000126	DED000131	0.225
48509	DED000126	DED000133	0.0
48510	DED000126	DED000135	0.08080808080808081
48511	DED000126	DED000136	0.125
48512	DED000126	DED000137	0.05263157894736842
48513	DED000126	DED000138	0.030303030303030304
48514	DED000126	DED000139	0.14925373134328357
48515	DED000126	DED000140	0.02702702702702703
48516	DED000126	DED000141	0.0625
48517	DED000126	DED000143	0.16666666666666666
48518	DED000126	DED000144	0.03125
48519	DED000126	DED000145	0.23684210526315788
48520	DED000126	DED000146	0.11764705882352941
48521	DED000126	DED000147	0.058823529411764705
48522	DED000126	DED000148	0.025
48523	DED000126	DED000149	0.05263157894736842
48524	DED000126	DED000150	0.022727272727272728
48525	DED000126	DED000151	0.030303030303030304
48526	DED000126	DED000152	0.0
48527	DED000126	DED000153	0.0
48528	DED000126	DED000154	0.0
48529	DED000126	DED000155	0.03333333333333333
48530	DED000126	DED000156	0.030303030303030304
48531	DED000126	DED000157	0.03125
48532	DED000126	DED000158	0.058823529411764705
48533	DED000126	DED000159	0.03333333333333333
48534	DED000126	DED000160	0.02702702702702703
48535	DED000126	DED000161	0.02857142857142857
48536	DED000126	DED000162	0.0
48537	DED000126	DED000163	0.0
48538	DED000126	DED000165	0.0
48539	DED000126	DED000166	0.0
48540	DED000126	DED000167	0.16129032258064516
48541	DED000126	DED000168	0.03333333333333333
48542	DED000126	DED000171	0.0
48543	DED000126	DED000172	0.03125
48544	DED000126	DED000173	0.03125
48545	DED000126	DED000174	0.06451612903225806
48546	DED000126	DED000177	0.2727272727272727
48547	DED000126	DED000178	0.35135135135135137
48548	DED000126	DED000179	0.023809523809523808
48549	DED000126	DED000180	0.07547169811320754
48550	DED000126	DED000182	0.18181818181818182
48551	DED000126	DED000183	0.05128205128205128
48552	DED000126	DED000184	0.044444444444444446
48553	DED000126	DED000185	0.10526315789473684
48554	DED000126	DED000186	0.0
48555	DED000126	DED000188	0.125
48556	DED000126	DED000189	0.125
48557	DED000126	DED000190	0.0
48558	DED000126	DED000193	0.13333333333333333
48559	DED000126	DED000194	0.15
48560	DED000126	DED000195	0.1044776119402985
48561	DED000126	DED000196	0.13953488372093023
48562	DED000126	DED000197	0.0
48563	DED000126	DED000201	0.030303030303030304
48564	DED000126	DED000202	0.03225806451612903
48565	DED000126	DED000204	0.0
48566	DED000126	DED000205	0.15151515151515152
48567	DED000126	DED000206	0.0
48568	DED000126	DED000207	0.06060606060606061
48569	DED000126	DED000208	0.0
48570	DED000126	DED000209	0.0
48571	DED000126	DED000211	0.17647058823529413
48572	DED000126	DED000212	0.3888888888888889
48573	DED000126	DED000213	0.0
48574	DED000126	DED000214	0.0
48575	DED000126	DED000215	0.1320754716981132
48576	DED000126	DED000216	0.07575757575757576
48577	DED000126	DED000217	0.02702702702702703
48578	DED000126	DED000218	0.05555555555555555
48579	DED000126	DED000219	0.03225806451612903
48580	DED000126	DED000221	0.03225806451612903
48581	DED000126	DED000222	0.06060606060606061
48582	DED000126	DED000227	0.05128205128205128
48583	DED000126	DED000229	0.05405405405405406
48584	DED000126	DED000232	0.0
48585	DED000126	DED000234	0.16363636363636364
48586	DED000126	DED000235	0.02857142857142857
48587	DED000126	DED000236	0.07142857142857142
48588	DED000126	DED000238	0.1794871794871795
48589	DED000126	DED000242	0.13114754098360656
48590	DED000126	DED000243	0.058823529411764705
48591	DED000126	DED000244	0.1276595744680851
48592	DED000126	DED000245	0.07142857142857142
48593	DED000126	DED000247	0.043478260869565216
48594	DED000126	DED000250	0.03333333333333333
48595	DED000126	DED000251	0.0
48596	DED000126	DED000252	0.34782608695652173
48597	DED000126	DED000254	0.05405405405405406
48598	DED000126	DED000255	0.0
48599	DED000126	DED000260	0.05714285714285714
48600	DED000126	DED000261	0.11627906976744186
48601	DED000126	DED000262	0.10909090909090909
48602	DED000126	DED000263	0.0
48603	DED000126	DED000270	0.1826086956521739
48604	DED000126	DED000271	0.0
48605	DED000126	DED000274	0.07462686567164178
48606	DED000126	DED000276	0.027777777777777776
48607	DED000126	DED000277	0.15384615384615385
48608	DED000126	DED000278	0.12903225806451613
48609	DED000126	DED000280	0.12121212121212122
48610	DED000126	DED000286	0.06060606060606061
48611	DED000126	DED000288	0.13636363636363635
48612	DED000126	DED000289	0.09433962264150944
48613	DED000126	DED000290	0.10909090909090909
48614	DED000126	DED000291	0.08333333333333333
48615	DED000126	DED000292	0.30952380952380953
48616	DED000126	DED000293	0.13157894736842105
48617	DED000126	DED000296	0.13513513513513514
48618	DED000126	DED000302	0.0
48619	DED000126	DED000305	0.09523809523809523
48620	DED000126	DED000306	0.022727272727272728
48621	DED000126	DED000309	0.125
48622	DED000126	DED000310	0.0
48623	DED000126	DED000321	0.13953488372093023
48624	DED000126	DED000322	0.09803921568627451
48625	DED000126	DED000325	0.0392156862745098
48626	DED000126	DED000330	0.14634146341463414
48627	DED000126	DED000332	0.2653061224489796
48628	DED000126	DED000334	0.11688311688311688
48629	DED000126	DED000335	0.14285714285714285
48630	DED000126	DED000341	0.10666666666666667
48631	DED000126	DED000342	0.1323529411764706
48632	DED000126	DED000343	0.0
48633	DED000126	DED000344	0.11627906976744186
48634	DED000126	DED000345	0.14814814814814814
48635	DED000126	DED000348	0.21153846153846154
48636	DED000126	DED000349	0.25
48637	DED000126	DED000350	0.20512820512820512
48638	DED000126	DED000352	0.13953488372093023
48639	DED000126	DED000353	0.03125
48640	DED000126	DED000357	0.08333333333333333
48641	DED000126	DED000360	0.10810810810810811
48642	DED000126	DED000362	0.1951219512195122
48643	DED000126	DED000363	0.06060606060606061
48644	DED000126	DED000364	0.0
48645	DED000126	DED000365	0.07692307692307693
48646	DED000126	DED000366	0.0
48647	DED000126	DED000368	0.07920792079207921
48648	DED000126	DED000369	0.16216216216216217
48649	DED000126	DED000371	0.16666666666666666
48650	DED000126	DED000374	0.20588235294117646
48651	DED000126	DED000375	0.21052631578947367
48652	DED000126	DED000376	0.02857142857142857
48653	DED000126	DED000377	0.08
48654	DED000126	DED000378	0.1388888888888889
48655	DED000126	DED000379	0.0
48656	DED000126	DED000380	0.08928571428571429
48657	DED000126	DED000381	0.1
48658	DED000126	DED000383	0.058823529411764705
48659	DED000126	DED000384	0.11904761904761904
48660	DED000126	DED000387	0.05128205128205128
48661	DED000126	DED000388	0.22
48662	DED000126	DED000390	0.15789473684210525
48663	DED000126	DED000392	0.13513513513513514
48664	DED000126	DED000394	0.0
48665	DED000126	DED000395	0.1
48666	DED000126	DED000396	0.075
48667	DED000126	DED000399	0.05714285714285714
48668	DED000126	DED000411	0.058823529411764705
48669	DED000126	DED000416	0.09523809523809523
48670	DED000126	DED000417	0.2
48671	DED000126	DED000429	0.02631578947368421
48672	DED000126	DED000433	0.2
48673	DED000126	DED000436	0.0
48674	DED000126	DED000437	0.2978723404255319
48675	DED000126	DED000438	0.0
48676	DED000126	DED000441	0.3333333333333333
48677	DED000126	DED000442	0.1
48678	DED000126	DED000446	0.10526315789473684
48679	DED000126	DED000448	0.14035087719298245
48680	DED000126	DED000449	0.0
48681	DED000126	DED000450	0.027777777777777776
48682	DED000126	DED000451	0.03333333333333333
48683	DED000126	DED000454	0.0
48684	DED000126	DED000459	0.058823529411764705
48685	DED000126	DED000460	0.07692307692307693
48686	DED000126	DED000461	0.0945945945945946
48687	DED000126	DED000463	0.07142857142857142
48688	DED000126	DED000464	0.22807017543859648
48689	DED000126	DED000465	0.25
48690	DED000126	DED000466	0.02
48691	DED000126	DED000467	0.09090909090909091
48692	DED000126	DED000470	0.04597701149425287
48693	DED000126	DED000472	0.17647058823529413
48694	DED000126	DED000474	0.04918032786885246
48695	DED000126	DED000479	0.14285714285714285
48696	DED000126	DED000482	0.13333333333333333
48697	DED000126	DED000483	0.11363636363636363
48698	DED000126	DED000484	0.045454545454545456
48699	DED000126	DED000486	0.13157894736842105
48700	DED000126	DED000490	0.02857142857142857
48701	DED000126	DED000493	0.23214285714285715
48702	DED000126	DED000496	0.09090909090909091
48703	DED000126	DED000497	0.05
48704	DED000126	DED000499	0.03225806451612903
48705	DED000126	DED000501	0.0
48706	DED000126	DED000503	0.029411764705882353
48707	DED000126	DED000506	0.0
48708	DED000126	DED000507	0.0
48709	DED000126	DED000510	0.11428571428571428
48710	DED000126	DED000512	0.16666666666666666
48711	DED000126	DED000513	0.07692307692307693
48712	DED000126	DED000515	0.0
48713	DED000126	DED000516	0.20454545454545456
48714	DED000126	DED000518	0.0
48715	DED000126	DED000526	0.1111111111111111
48716	DED000126	DED000529	0.11764705882352941
48717	DED000126	DED000536	0.1702127659574468
48718	DED000126	DED000537	0.10909090909090909
48719	DED000126	DED000542	0.10810810810810811
48720	DED000126	DED000543	0.11320754716981132
48721	DED000126	DED000545	0.08
48722	DED000126	DED000547	0.0
48723	DED000126	DED000549	0.0
48724	DED000126	DED000550	0.21052631578947367
48725	DED000126	DED000555	0.058823529411764705
48726	DED000126	DED000557	0.13636363636363635
48727	DED000126	DED000563	0.058823529411764705
48728	DED000126	DED000568	0.26436781609195403
48729	DED000126	DED000569	0.07407407407407407
48730	DED000126	DED000570	0.1574074074074074
48731	DED000126	DED000571	0.027777777777777776
48732	DED000126	DED000572	0.15217391304347827
48733	DED000126	DED000573	0.0
48734	DED000126	DED000574	0.22727272727272727
48735	DED000126	DED000575	0.14545454545454545
48736	DED000126	DED000576	0.12195121951219512
48737	DED000126	DED000577	0.05714285714285714
48738	DED000126	DED000578	0.13636363636363635
48739	DED000126	DED000579	0.07142857142857142
48740	DED000126	DED000580	0.125
48741	DED000126	DED000581	0.13636363636363635
48742	DED000126	DED000582	0.1
48743	DED000126	DED000583	0.11363636363636363
